Predictions1,Predictions2,Predictions3,Predictions4,Updates1,Updates2,Updates3,Updates4,Targets
-2.670863,-2.6765087,2.6795607,2.6604867,0.01,0.01,0.01,0.01,0.0059917853
2.6627755,2.6542306,0.35698462,2.6798658,0.01,0.01,0.01,0.01,0.0009893146
2.6812391,2.6739144,-0.3293662,2.6823072,0.01,0.01,0.01,0.01,0.03531719
2.6849012,2.677577,-0.6650644,2.6824598,0.01,0.01,0.01,0.01,0.012899615
2.6847486,2.67834,-0.8385596,2.6836805,0.01,0.01,0.01,0.01,-0.013379529
2.6870375,2.6798658,-0.96520954,2.6832228,0.01,0.01,0.01,0.01,0.030120771
2.6873426,2.6797132,-1.0114443,2.6836805,0.01,0.01,0.01,0.01,0.04739955
2.5918207,2.6800184,-1.1203935,2.6849012,0.01,0.01,0.01,0.01,0.044561498
0.23735428,0.5864806,-1.1498437,2.6847486,0.01,0.01,0.01,0.01,0.06942804
2.1464105,2.680934,-1.2084384,2.6844435,0.01,0.01,0.01,0.01,0.054725
2.0428014,2.6807814,-1.2702372,2.6844435,0.01,0.01,0.01,0.01,0.08592178
1.8975358,2.680934,-1.3167773,2.6847486,0.01,0.01,0.01,0.01,0.05787639
1.7116809,2.682002,-1.3425651,2.6856642,0.01,0.01,0.01,0.01,0.07303654
1.5836577,2.6824598,-1.3813232,2.6858168,0.01,0.01,0.01,0.01,0.10150924
1.5555811,2.682002,-1.4620434,2.6856642,0.01,0.01,0.01,0.01,0.09510876
1.4576178,2.682002,-1.5171285,2.6856642,0.01,0.01,0.01,0.01,0.11181513
1.3212024,2.6821547,-1.5587854,2.6859694,0.01,0.01,0.01,0.01,0.099163465
1.2456703,2.682002,-1.5766385,2.686122,0.01,0.01,0.01,0.01,0.10804814
1.2148471,2.682002,-1.5867093,2.6859694,0.01,0.01,0.01,0.01,0.13348563
1.1512165,2.6821547,-1.6099029,2.686122,0.01,0.01,0.01,0.01,0.12887827
1.1206989,2.6824598,-1.5925078,2.6859694,0.01,0.01,0.01,0.01,0.1370545
1.1463337,2.6823072,-1.5841153,2.6859694,0.01,0.01,0.01,0.01,0.1746667
1.126955,2.6824598,-1.5549707,2.6856642,0.01,0.01,0.01,0.01,0.15169726
1.145113,2.6832228,-1.5514611,2.6858168,0.01,0.01,0.01,0.01,0.1201276
1.0535593,2.6832228,-1.5766385,2.686122,0.01,0.01,0.01,0.01,0.1770193
1.0759902,2.6833754,-1.5267415,2.686122,0.01,0.01,0.01,0.01,0.16795698
1.0439463,2.6832228,-1.5746548,2.686122,0.01,0.01,0.01,0.01,0.1870823
1.062562,2.6833754,-1.5438317,2.6859694,0.01,0.01,0.01,0.01,0.17751928
1.0657663,2.6832228,-1.6283666,2.6858168,0.01,0.01,0.01,0.01,0.17699054
1.0047302,2.6832228,-1.6388953,2.686122,0.01,0.01,0.01,0.01,0.20610657
0.98428303,2.6824598,-1.6437781,2.6856642,0.01,0.01,0.01,0.01,0.18723425
0.14564753,0.32875538,-1.6515603,2.686122,0.01,0.01,0.01,0.01,0.20432046
1.0108337,2.6832228,-1.6622415,2.686122,0.01,0.01,0.01,0.01,0.19692305
0.92828274,2.6823072,-1.6742964,2.6856642,0.01,0.01,0.01,0.01,0.21451984
0.8789964,2.6824598,-1.6906236,2.6856642,0.01,0.01,0.01,0.01,0.20044698
0.8789964,2.6833754,-1.7075609,2.6858168,0.01,0.01,0.01,0.01,0.22807083
0.87182426,2.6833754,-1.6742964,2.6858168,0.01,0.01,0.01,0.01,0.25741875
0.8184176,2.6836805,-1.6939806,2.6856642,0.01,0.01,0.01,0.01,0.250045
0.7715726,2.683528,-1.6756697,2.6858168,0.01,0.01,0.01,0.01,0.24846576
0.14549494,0.3469138,-1.6816206,2.6859694,0.01,0.01,0.01,0.01,0.25962952
0.7352562,2.683528,-1.6576638,2.6859694,0.01,0.01,0.01,0.01,0.2601333
0.7154188,2.6832228,-1.6706343,2.6856642,0.01,0.01,0.01,0.01,0.26092577
0.6913099,2.6836805,-1.6784163,2.6859694,0.01,0.01,0.01,0.01,0.2755494
0.7082472,2.6833754,-1.6486609,2.6856642,0.01,0.01,0.01,0.01,0.297644
0.67071015,2.6823072,-1.64271,2.6858168,0.01,0.01,0.01,0.01,0.27355823
0.7354088,2.683528,-1.708629,2.6858168,0.01,0.01,0.01,0.01,0.28772837
0.7106886,2.6833754,-1.7382314,2.6856642,0.01,0.01,0.01,0.01,0.29560062
0.7207594,2.6833754,-1.7222095,2.6858168,0.01,0.01,0.01,0.01,0.30451125
0.7830167,2.6832228,-1.7745482,2.6858168,0.01,0.01,0.01,0.01,0.31164086
0.76684237,2.6832228,-1.8197145,2.6856642,0.01,0.01,0.01,0.01,0.2822839
0.74837875,2.6832228,-1.845655,2.686122,0.01,0.01,0.01,0.01,0.32871622
0.8132296,2.6823072,-1.852827,2.686122,0.01,0.01,0.01,0.01,0.35578233
0.7816434,2.6833754,-1.805371,2.6856642,0.01,0.01,0.01,0.01,0.34322423
0.7155714,2.6833754,-1.8122377,2.6858168,0.01,0.01,0.01,0.01,0.39525014
0.7778287,2.683528,-1.8026245,2.6856642,0.01,0.01,0.01,0.01,0.37689316
0.70473766,2.683528,-1.7736326,2.6858168,0.01,0.01,0.01,0.01,0.37493134
0.6775766,2.683528,-1.7452505,2.6859694,0.01,0.01,0.01,0.01,0.35725954
0.727932,2.6836805,-1.7841612,2.6858168,0.01,0.01,0.01,0.01,0.37618953
0.62874794,2.6836805,-1.7379262,2.6858168,0.01,0.01,0.01,0.01,0.40607268
0.60601234,2.683528,-1.7440298,2.6858168,0.01,0.01,0.01,0.01,0.40316442
0.63988686,2.6836805,-1.7440298,2.686122,0.01,0.01,0.01,0.01,0.40653914
0.5788512,2.6836805,-1.7513542,2.686122,0.01,0.01,0.01,0.01,0.41709164
0.6252384,2.6832228,-1.7602043,2.6859694,0.01,0.01,0.01,0.01,0.42721206
0.5996032,2.6824598,-1.7612724,2.6859694,0.01,0.01,0.01,0.01,0.43317026
0.59868765,2.6824598,-1.7585258,2.6859694,0.01,0.01,0.01,0.01,0.45004097
0.6067753,2.6823072,-1.7380788,2.686122,0.01,0.01,0.01,0.01,0.4368082
0.61059,2.6821547,-1.7988098,2.6859694,0.01,0.01,0.01,0.01,0.4423347
0.6034179,2.6823072,-1.8245974,2.686122,0.01,0.01,0.01,0.01,0.4539431
0.13817072,0.7094679,-1.8342109,2.6858168,0.01,0.01,0.01,0.01,0.46312582
0.13939142,0.6665903,-1.8734264,2.6856642,0.01,0.01,0.01,0.01,0.45672625
0.6850538,2.6823072,-1.8943312,2.686122,0.01,0.01,0.01,0.01,0.4563993
0.6226444,2.6833754,-1.8676281,2.6856642,0.01,0.01,0.01,0.01,0.47524378
0.6690317,2.6832228,-1.8793774,2.6856642,0.01,0.01,0.01,0.01,0.4952797
0.68734264,2.6833754,-1.846876,2.6858168,0.01,0.01,0.01,0.01,0.4604701
0.7399864,2.6833754,-1.8479441,2.6859694,0.01,0.01,0.01,0.01,0.4922
0.649653,2.6832228,-1.8432136,2.6856642,0.01,0.01,0.01,0.01,0.52091855
0.66063935,2.6833754,-1.8310065,2.6856642,0.01,0.01,0.01,0.01,0.5027715
0.61455727,2.6832228,-1.8149843,2.6856642,0.01,0.01,0.01,0.01,0.50917107
0.7241173,2.6833754,-1.7904174,2.6856642,0.01,0.01,0.01,0.01,0.5452395
0.6140995,2.6836805,-1.7867552,2.6859694,0.01,0.01,0.01,0.01,0.52090925
0.6069279,2.682002,-1.7988098,2.6858168,0.01,0.01,0.01,0.01,0.53194046
0.63881874,2.6833754,-1.7403677,2.686122,0.01,0.01,0.01,0.01,0.5384033
0.63134193,2.6824598,-1.7797362,2.6858168,0.01,0.01,0.01,0.01,0.5486114
0.6032653,2.6823072,-1.7658501,2.6856642,0.01,0.01,0.01,0.01,0.56167406
0.6484323,2.6810865,-1.745403,2.6859694,0.01,0.01,0.01,0.01,0.581223
0.6130314,2.6824598,-1.782025,2.686122,0.01,0.01,0.01,0.01,0.5547545
0.60723305,2.6824598,-1.7466238,2.6859694,0.01,0.01,0.01,0.01,0.59165406
0.59136343,2.6833754,-1.796521,2.6859694,0.01,0.01,0.01,0.01,0.576619
0.6597238,2.6821547,-1.7771422,2.686122,0.01,0.01,0.01,0.01,0.5842954
0.14305353,0.43465328,-1.7808043,2.6859694,0.01,0.01,0.01,0.01,0.57006955
0.60845375,2.683528,-1.772412,2.686122,0.01,0.01,0.01,0.01,0.6113933
0.6180668,2.6832228,-1.7649345,2.686122,0.01,0.01,0.01,0.01,0.6144896
0.64110756,2.683528,-1.796521,2.6856642,0.01,0.01,0.01,0.01,0.6318537
0.6621652,2.6832228,-1.8076601,2.686122,0.01,0.01,0.01,0.01,0.6250511
0.14457941,0.3948269,-1.800183,2.686122,0.01,0.01,0.01,0.01,0.6349724
0.6104374,2.6836805,-1.8346686,2.6858168,0.01,0.01,0.01,0.01,0.62773836
0.63973427,2.6832228,-1.806134,2.6859694,0.01,0.01,0.01,0.01,0.6369203
0.59868765,2.6824598,-1.7927063,2.6858168,0.01,0.01,0.01,0.01,0.65829265
0.58754873,2.6836805,-1.805371,2.6858168,0.01,0.01,0.01,0.01,0.6376733
0.553216,2.6836805,-1.8160524,2.686122,0.01,0.01,0.01,0.01,0.65042096
0.6116581,2.6833754,-1.8149843,2.6858168,0.01,0.01,0.01,0.01,0.0059917853
0.54100895,2.6836805,-1.813611,2.686122,0.01,0.01,0.01,0.01,0.0009893146
0.5374994,2.682002,-1.7980468,2.6856642,0.01,0.01,0.01,0.01,0.03531719
0.5677123,2.6833754,-1.8088808,2.6859694,0.01,0.01,0.01,0.01,0.012899615
0.5544367,2.6824598,-1.7963684,2.6858168,0.01,0.01,0.01,0.01,-0.013379529
0.58236074,2.683528,-1.8245974,2.6856642,0.01,0.01,0.01,0.01,0.030120771
0.52635956,2.6832228,-1.813611,2.6856642,0.01,0.01,0.01,0.01,0.04739955
0.5667968,2.6836805,-1.7989624,2.6856642,0.01,0.01,0.01,0.01,0.044561498
0.5680175,2.6832228,-1.7771422,2.6858168,0.01,0.01,0.01,0.01,0.06942804
0.55840397,2.683528,-1.7367055,2.6858168,0.01,0.01,0.01,0.01,0.054725
0.5762572,2.6832228,-1.710918,2.6856642,0.01,0.01,0.01,0.01,0.08592178
