Predictions1,Targets
-0.010452747,-0.013834208
0.00038146973,0.011170182
0.0077056885,0.0024048584
0.008621216,-0.058572166
0.008621216,0.009264741
0.016098022,0.021099402
0.008773804,-0.013647214
0.016403198,0.037928183
0.024948597,0.043907113
0.025711536,0.058538366
0.024643421,0.030540576
0.027390003,0.0690151
0.03334093,0.08393401
0.030899525,0.06584781
0.028458118,0.09570539
0.04203844,0.080029756
0.04051256,0.09694116
0.03700304,0.09729332
0.041733265,0.07719746
0.03913927,0.09986776
0.047684193,0.10955686
0.040817738,0.105548434
0.048141956,0.10179551
0.05378771,0.08986509
0.057754993,0.14866579
0.067521095,0.11354638
0.0649271,0.12744823
0.10414314,0.1498152
0.12336922,0.15152302
0.15754938,0.18487933
0.18333721,0.19114701
0.167315,0.16580737
0.250782,0.19793473
0.19340801,0.18424852
0.25154495,0.21137595
0.27763796,0.18813618
0.2835889,0.2006341
0.26543093,0.21571642
0.28496218,0.21683072
0.293355,0.2349666
0.30540943,0.21416146
0.2809949,0.18598866
0.29198122,0.23876096
0.2895398,0.2499148
0.293355,0.2986838
0.2870984,0.28297153
0.29198122,0.26517427
0.28252077,0.24714762
0.2832837,0.22596282
0.3031206,0.27327502
0.29060793,0.28213263
0.30052662,0.284237
0.2994585,0.28900167
0.32402515,0.3310367
0.3345542,0.30843902
0.342031,0.33154106
0.35790014,0.31412888
0.35042334,0.31353202
0.36293554,0.34475666
0.36263037,0.3301325
0.3699546,0.33692613
0.37041235,0.34373283
0.36308813,0.36429188
0.37254906,0.34356597
0.37773705,0.37219945
0.3936062,0.3843428
0.39192772,0.3705959
0.41908932,0.38792428
0.40779686,0.39406064
0.5230026,0.427728
0.5031662,0.3868734
0.54085636,0.42373535
0.6154728,0.40214735
0.6314945,0.42675823
0.5776305,0.39973408
0.60585976,0.4213321
0.6607919,0.43012
0.7132826,0.45480484
0.7169447,0.43521252
0.7842374,0.46216494
0.7679105,0.4532346
0.7912564,0.5344505
0.83749104,0.47342426
0.80590534,0.46391606
0.8315401,0.47528625
0.9024949,0.49772945
0.8863206,0.50020146
0.9340811,0.48943615
0.93438625,0.5492887
0.96688795,0.5093691
0.9624629,0.5126086
1.0059509,0.52808505
0.9864192,0.53014445
1.0245667,0.5333943
1.0369272,0.5548316
1.0219727,0.49375933
1.0538645,0.51273495
1.0657663,0.55174935
1.0697336,0.56616473
1.1297016,0.6121588
1.1634245,-0.013834208
0.008621216,0.011170182
0.029373646,0.0024048584
0.04203844,-0.058572166
0.023575306,0.009264741
0.027390003,0.021099402
0.01960802,-0.013647214
0.017318726,0.037928183
0.025711536,0.043907113
0.019913197,0.058538366
0.03349352,0.030540576
0.038071156,0.0690151
0.04051256,0.08393401
0.046921253,0.06584781
0.040817738,0.09570539
0.040817738,0.080029756
0.044022083,0.09694116
0.039597034,0.09729332
0.052719593,0.07719746
0.045242786,0.09986776
0.038071156,0.10955686
0.040359974,0.105548434
0.046921253,0.10179551
0.045547962,0.08986509
0.05149889,0.14866579
0.05302477,0.11354638
0.06004429,0.12744823
0.0637064,0.1498152
0.08964634,0.15152302
0.09193516,0.18487933
0.102617264,0.19114701
0.07972813,0.16580737
0.08308506,0.19793473
0.078354836,0.18424852
0.05653429,0.21137595
0.10917854,0.18813618
0.12581062,0.2006341
0.19340801,0.21571642
0.23094559,0.21683072
0.26771975,0.2349666
0.23857498,0.21416146
0.2346077,0.18598866
0.24437332,0.23876096
0.22972488,0.2499148
0.20439434,0.2986838
0.20180035,0.28297153
0.21980667,0.26517427
0.13191414,0.24714762
0.08552647,0.22596282
0.17387629,0.27327502
0.16624689,0.28213263
0.16151667,0.284237
0.11741829,0.28900167
0.07713413,0.3310367
0.08949375,0.30843902
0.08094883,0.33154106
0.083390236,0.31412888
0.07591343,0.31353202
0.083542824,0.34475666
0.12016487,0.3301325
0.14580011,0.33692613
0.18120098,0.34373283
0.17341852,0.36429188
0.26665163,0.34356597
0.27748537,0.37219945
0.28130007,0.3843428
0.33379126,0.3705959
0.3357749,0.38792428
0.37773705,0.39406064
0.40672874,0.427728
0.43266964,0.3868734
0.44487667,0.42373535
0.45220137,0.40214735
0.43724728,0.42675823
0.5043869,0.39973408
0.5059128,0.4213321
0.52651215,0.43012
0.5678649,0.45480484
0.5681701,0.43521252
0.5983825,0.46216494
0.59365225,0.4532346
0.60585976,0.5344505
0.60585976,0.47342426
0.6632333,0.46391606
0.6658273,0.47528625
0.69100475,0.49772945
0.7203016,0.50020146
0.7338829,0.48943615
0.7340355,0.5492887
0.75585556,0.5093691
0.76958895,0.5126086
0.76348543,0.52808505
0.80468464,0.53014445
0.8315401,0.5333943
0.8460369,0.5548316
0.86450005,0.49375933
0.86465263,0.51273495
0.86556816,0.55174935
0.8924241,0.56616473
0.8826585,0.6121588
0.9462881,-0.013834208
-0.16578913,0.011170182
0.033188343,0.0024048584
0.04203844,-0.058572166
0.06126499,0.009264741
0.0649271,0.021099402
0.063858986,-0.013647214
0.079880714,0.037928183
0.09666538,0.043907113
0.1172657,0.058538366
0.13328743,0.030540576
0.14824152,0.0690151
0.16121149,0.08393401
0.1223011,0.06584781
0.1648736,0.09570539
0.1335926,0.080029756
0.1323719,0.09694116
0.12581062,0.09729332
0.12123299,0.07719746
0.12382698,0.09986776
0.11894417,0.10955686
0.11238289,0.105548434
0.09788704,0.10179551
0.08476353,0.08986509
0.07347202,0.14866579
0.0637064,0.11354638
0.08430576,0.12744823
0.07972813,0.1498152
0.09330845,0.15152302
0.08583164,0.18487933
0.07820225,0.19114701
0.07957554,0.16580737
0.063858986,0.19793473
0.0501256,0.18424852
0.064011574,0.21137595
0.066147804,0.18813618
0.076981544,0.2006341
0.074845314,0.21571642
0.07011509,0.21683072
0.061112404,0.2349666
0.051651478,0.21416146
0.04798937,0.18598866
0.03562975,0.23876096
0.044479847,0.2499148
0.04646349,0.2986838
0.06767368,0.28297153
0.0737772,0.26517427
0.07362461,0.24714762
0.06843662,0.22596282
0.0687418,0.27327502
0.06279087,0.28213263
0.055466175,0.284237
0.072556496,0.28900167
0.07866001,0.3310367
0.07133579,0.30843902
0.100328445,0.33154106
0.095749855,0.31412888
0.08949375,0.31353202
0.092087746,0.34475666
0.08949375,0.3301325
0.11009407,0.33692613
0.15541315,0.34373283
0.19325542,0.36429188
0.22606277,0.34356597
0.27138186,0.37219945
0.2858777,0.3843428
0.32158375,0.3705959
0.31868458,0.38792428
0.35423803,0.39406064
0.36522436,0.427728
0.40535545,0.3868734
0.4370947,0.42373535
0.45220137,0.40214735
0.4543376,0.42675823
0.5042343,0.39973408
0.4956894,0.4213321
0.505455,0.43012
0.55107975,0.45480484
0.54985905,0.43521252
0.59349966,0.46216494
0.6118107,0.4532346
0.64141273,0.5344505
0.63637733,0.47342426
0.63881874,0.46391606
0.6595712,0.47528625
0.67391443,0.49772945
0.5288019,0.50020146
0.72320175,0.48943615
0.737545,0.5492887
0.75860214,0.5093691
0.7743192,0.5126086
0.79369783,0.52808505
0.7926297,0.53014445
0.81109333,0.5333943
0.81475544,0.5548316
0.8489361,0.49375933
0.8559551,0.51273495
0.91317606,0.55174935
0.8989854,0.56616473
0.9340811,0.6121588
0.91561747,-0.013834208
-0.17204571,0.011170182
0.011367798,0.0024048584
0.02830553,-0.058572166
0.04921007,0.009264741
0.0687418,0.021099402
0.098955154,-0.013647214
0.101854324,0.037928183
0.10383797,0.043907113
0.11757088,0.058538366
0.12458992,0.030540576
0.121385574,0.0690151
0.1409173,0.08393401
0.15541315,0.06584781
0.17952251,0.09570539
0.13099861,0.080029756
0.16136408,0.09694116
0.13557625,0.09729332
0.1285572,0.07719746
0.11009407,0.09986776
0.10063362,0.10955686
0.10429573,0.105548434
0.10429573,0.10179551
0.10276985,0.08986509
0.10658455,0.14866579
0.092850685,0.11354638
0.10017586,0.12744823
0.07850742,0.1498152
0.07011509,0.15152302
0.06843662,0.18487933
0.071183205,0.19114701
0.07942295,0.16580737
0.07850742,0.19793473
0.09178257,0.18424852
0.072556496,0.21137595
0.0737772,0.18813618
0.07972813,0.2006341
0.055313587,0.21571642
0.04066515,0.21683072
0.049057484,0.2349666
0.04646349,0.21416146
0.057602406,0.18598866
0.066147804,0.23876096
0.05912876,0.2499148
0.061570168,0.2986838
0.06736851,0.28297153
0.050278187,0.26517427
0.055313587,0.24714762
0.06507969,0.22596282
0.06843662,0.27327502
0.080643654,0.28213263
0.074845314,0.284237
0.090714455,0.28900167
0.08323765,0.3310367
0.07866001,0.30843902
0.07347202,0.33154106
0.07347202,0.31412888
0.085679054,0.31353202
0.09162998,0.34475666
0.092850685,0.3301325
0.13923883,0.33692613
0.16639948,0.34373283
0.18959332,0.36429188
0.20881939,0.34356597
0.25322342,0.37219945
0.21782303,0.3843428
0.3006792,0.3705959
0.3345542,0.38792428
0.35927343,0.39406064
0.37987328,0.427728
0.3983364,0.3868734
0.42244625,0.42373535
0.42870235,0.40214735
0.4459448,0.42675823
0.46883345,0.39973408
0.49004364,0.4213321
0.52635956,0.43012
0.54345036,0.45480484
0.5725951,0.43521252
0.58114004,0.46216494
0.59349966,0.4532346
0.59365225,0.5344505
0.6214237,0.47342426
0.640955,0.46391606
0.65209436,0.47528625
0.6841383,0.49772945
0.6951246,0.50020146
0.7361717,0.48943615
0.7326622,0.5492887
0.742733,0.5093691
0.75082016,0.5126086
0.76714754,0.52808505
0.7912564,0.53014445
0.7938504,0.5333943
0.8280306,0.5548316
0.852293,0.49375933
0.86953545,0.51273495
0.8840318,0.55174935
0.9011216,0.56616473
0.88662577,0.6121588
0.9316397,-0.013834208
-0.18623638,0.011170182
0.019760609,0.0024048584
0.04066515,-0.058572166
0.063858986,0.009264741
0.064011574,0.021099402
0.08674717,-0.013647214
0.08964634,0.037928183
0.09452915,0.043907113
0.09788704,0.058538366
0.12474251,0.030540576
0.13603401,0.0690151
0.14427423,0.08393401
0.17128229,0.06584781
0.18242168,0.09570539
0.17479181,0.080029756
0.15556574,0.09694116
0.12748909,0.09729332
0.11894417,0.07719746
0.12626839,0.09986776
0.11390877,0.10955686
0.11528206,0.105548434
0.12382698,0.10179551
0.10994148,0.08986509
0.102617264,0.14866579
0.09040928,0.11354638
0.09162998,0.12744823
0.072556496,0.1498152
0.07850742,0.15152302
0.07957554,0.18487933
0.08552647,0.19114701
0.09056187,0.16580737
0.09300327,0.19793473
0.07866001,0.18424852
0.07820225,0.21137595
0.06263828,0.18813618
0.06645298,0.2006341
0.0598917,0.21571642
0.064011574,0.21683072
0.07103062,0.2349666
0.06889439,0.21416146
0.06843662,0.18598866
0.06279087,0.23876096
0.0598917,0.2499148
0.046768665,0.2986838
0.054245472,0.28297153
0.06004429,0.26517427
0.072556496,0.24714762
0.073319435,0.22596282
0.087052345,0.27327502
0.09086704,0.28213263
0.08812046,0.284237
0.08232212,0.28900167
0.07850742,0.3310367
0.071183205,0.30843902
0.08110142,0.33154106
0.09178257,0.31412888
0.10658455,0.31353202
0.10673714,0.34475666
0.11284065,0.3301325
0.12382698,0.33692613
0.15541315,0.34373283
0.1624322,0.36429188
0.18944073,0.34356597
0.2295723,0.37219945
0.26634645,0.3843428
0.2870984,0.3705959
0.34477758,0.38792428
0.36415625,0.39406064
0.35820532,0.427728
0.37865257,0.3868734
0.39818382,0.42373535
0.42275143,0.40214735
0.4409094,0.42675823
0.47493696,0.39973408
0.48012495,0.4213321
0.5315485,0.43012
0.5469599,0.45480484
0.5494013,0.43521252
0.5645075,0.46216494
0.5701537,0.4532346
0.59746695,0.5344505
0.6140995,0.47342426
0.6389713,0.46391606
0.6629281,0.47528625
0.6829171,0.49772945
0.7096205,0.50020146
0.70122814,0.48943615
0.7315941,0.5492887
0.7241173,0.5093691
0.74105453,0.5126086
0.76104355,0.52808505
0.7901883,0.53014445
0.8167391,0.5333943
0.8303194,0.5548316
0.8329134,0.49375933
0.87060356,0.51273495
0.8536663,0.55174935
0.9148545,0.56616473
0.87441826,0.6121588
